类型,书名,出版日期,出版社,现价,原价,折扣,详细说明,图片地址
python," Python深度学习：基于PyTorch 吴茂贵,郁明敏,杨本法,李涛,张粤磊 著 机械工业出版社【正版书籍，达额立减】 本店支持电子发票，请确认收货以后联系客服提供您的邮箱地址",2019-11-01,机械工业出版社,¥66.75,¥89.00,7.5折 ,,https://img3m7.ddimg.cn/59/13/11432465807-1_b_1.jpg
python, Python机器学习:原理、算法及案例实战:微课视频版 软件质量、测试维护 定价59.8元 刘艳、韩龙哲、李沫沫 978 ,2010-01-01,清华大学出版社,¥57.00,¥59.80,9.54折 ,,https://img3m8.ddimg.cn/19/34/11164161808-1_b_1.jpg
python, Python与有限元 【正版现货，售后无忧，可开发票，可团购】,2018-01-01,水利水电出版社,¥44.02,¥56.90,7.74折 ,,https://img3m9.ddimg.cn/68/25/11414019839-1_b_1.jpg
python, Python程序设计 ,2020-07-01,人民邮电,¥24.46,¥35.00,6.99折 ,,https://img3m5.ddimg.cn/37/36/11050812865-1_b_1.jpg
python, Python并行编程参考手册(影印版)(英文版) ,2017-04-01,东南大学,¥42.90,¥66.00,6.5折 ,,https://img3m0.ddimg.cn/72/21/1338280290-1_b_1.jpg
python, Python学习笔记：从入门到实战 张学建 中国铁道出版社有限公司 9787113262419 ,2019-11-01,中国铁道出版社有限公司,¥64.22,¥69.80,9.21折 ,精讲学习视频全程相伴，扫码即看；331个有趣实例及精彩分析娓娓道来,https://img3m6.ddimg.cn/21/19/1666235856-1_b_1.jpg
python, Python程序设计教程(高等院校计算机技术与应用系列规划教材)/胡建华/浙江大学出版社 ,2019-02-26,浙江大学出版社,¥20.30,¥29.00,7折 ,,https://img3m3.ddimg.cn/59/14/11133796073-1_b_2.jpg
python, Python趣味编程入门 618正品图书限时直降！6.13-6.20全场叠加满49-5，99-10，149-15！,2018-09-01,人民邮电出版社,¥34.30,¥49.00,7折 ,Python3编程入门图书 人工智能热门编程语言 全彩四色印刷 附赠源代码文件,https://img3m6.ddimg.cn/97/15/11126012236-1_b_1.jpg
python, Python 3反爬虫原理与绕过实战 618正品图书限时直降！6.13-6.20全场叠加满49-5，99-10，149-15！,2020-01-01,人民邮电出版社,¥62.30,¥89.00,7折 ,关联推荐 Python 3反爬虫原理大揭秘，常见爬虫手段大集合，帮你从零到一理清爬虫与反爬虫的红蓝对抗。,https://img3m6.ddimg.cn/84/34/11125483266-1_b_1.jpg
python, Python人脸识别(从入门到工程实践)/智能系统与技术丛书 ,2019-04-01,机械工业,¥48.65,¥69.00,7.06折 ,,https://img3m4.ddimg.cn/67/7/11023740454-1_b_1.jpg
python, Python密码学编程 [美] Al Sweigart 斯维加特 人民邮电出版社，【正版保证】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！,2016-08-01,人民邮电出版社,¥14.00,¥55.37,2.53折 ,本书是学习用Python编程实现加密算法的初学者指南。本书采用的示例源代码，是几个加密算法及其破解程序，包括凯撒密码、换位加密法、乘数加密法、仿射加密法、简单代替加密法、维吉尼亚加密法等，以及这些加密法的破解程序。本书的后一章还介绍了现代RSA加密法和公钥加密法。本书适合Python初学者和密码学的初学者，也适合信息安全从业人员。,https://img3m0.ddimg.cn/52/17/11305146850-1_b_1.jpg
python, Python数据分析实战 第2版+利用Python进行数据分析 python编程基础教程书籍 python程序设计基础 ,2021-10-26,中国铁道出版社,¥188.00,¥198.00,9.5折 ,,https://img3m7.ddimg.cn/87/34/593306097-1_b_2.jpg
python," Python物理学高效计算 [美] 安东尼·斯科普斯（Anthony Scopatz）,凯瑟琳·赫夫（Kathryn D 全国三仓发货，物流便捷，下单秒杀，欢迎选购！",2018-02-01,人民邮电出版社,¥43.00,¥143.37,3折 ,许多物理学家在研究工作中还要扮演软件开发人员的角色。但即使对于物理学家来说，也不是所有的软件开发任务都很简单。本书是一本实践指南，介绍了软件开发的许多基本技能，能够帮助读者自动化地完成物理领域几乎所有方面的研究。 本书由两位核工程博士编写，书中包含了物理领域的许多实际案例。通过阅读本书，读者会学到如何用Python编程语言收集、分析数据，构建软件，发布结果等技能。 本书分为4个部分。 起步：掌握Python、命令行、数据容器、函数、流程控制以及逻辑、类和对象。 上手：学习正则表达式、分析和可视化、NumPy、用文件和HDF5存储数据、物理中重要的数据结构、并行计算以及部署软件。 完善：构建流程和软件；使用本地和远程版本控制、调试并测试代码。 发布：为代码生成文档；发布研究结果；提高协作效率；了解软件许可证、所有,https://img3m3.ddimg.cn/48/29/11229822003-1_b_1.jpg
python, Python学习从入门到实践 王学颖 刘立群 刘冰【正版书】 【店主推荐，正版书放心购买，可开发票】,2017-01-01,清华大学出版社,¥17.65,¥86.02,2.06折 ,本书是一本适合Python初学者学习程序设计与开发的基础教程，从应用的角度介绍了Python的发展、基本语句与语法、数据与运算、程序基本结构、函数与模块、面向对象和文件处理。本书既注重知识的系统性，又兼顾了内容的实用性，既保持了结构的严谨完整，又体现了语言的清晰简洁。本书设置了丰富的教学案例，帮者用*简单直观的方式理解知识。同时，本书选取了Python常用的第三方库函数的应用实例，内容涉及图形绘制、中文分词、图形用户界面、网络爬虫、数据库访问等，引导读者进行深入的学习和研究。本书内容具有知识完整、通俗易懂、叙述简练的特点，适合各层次读者使用，既可以作为高校计算机课程的教材，也可以供初学者或专业人士阅读。,https://img3m2.ddimg.cn/59/21/11385959072-1_b_1.jpg
python, Python数据分析 利用python进行数据分析零基础教程书籍python基础入门教程python数据分析爬虫程序大数 程序设计,,清华大学出版社,¥39.25,¥49.00,8.02折 ,,https://img3m6.ddimg.cn/1/23/11355735106-1_b_1.jpg
python, Python爬虫技术——深入理解原理、技术与开发 李宁 著 清华大学出版社 电子发票请联系在线客服提供您的邮箱,2019-11-01,清华大学出版社,¥89.10,¥92.10,9.68折 ,,https://img3m2.ddimg.cn/75/18/11346316122-1_b_1.jpg
python, Python从菜鸟到高手 李宁 著 清华大学出版社 店内满减，达额立减，可开发票，欢迎选购！【部分套装书为单本价，请咨询线上客服】,2018-09-01,清华大学出版社,¥44.30,¥89.60,4.95折 ,适读人群 ：适合作为Python程序设计者的参考用书 1.本书配书视频是真正的视频课程，默认免费观看1个月，关注作者公众号可延长视频免费观看时长，具体详情请看公众号返回信息。 2. 视频是加密视频，需要专用播放器观看，具体播放方式见公众号的返回信息。 3. 其他未说明的更多信息，以作者公众号补充信息为准。 JetBrains官方推荐图书！JetBrains官大中华区市场部经理赵磊作序！送2400分钟同步视频课程！500个案例，400道Python练习题，电子书，10万行源代码，6个实战项目！ 李宁 “私房菜谱”： Python语法基础 Python高级编程 PythoWeb开发 Python科学计算与数据分析 PythoWeb爬虫技术 Python项目实战 李宁“实战项目”： Web项目实战：基于Flask的美团网 Web项目实战：基于Django的58同城 爬虫项目实战：天气预报服务API 爬虫项目实战：胸罩销售数据分析 GUI,https://img3m6.ddimg.cn/64/7/11346151276-1_b_1.jpg
python, Python数据分析从入门到精通【放心购买】 ,2018-02-01,电子工业出版社,¥34.83,¥70.66,4.93折 ,一本书搞定Python数据分析四剑客：IPython、Numpy、Matplotlib、pandas 基于Python 3.6，兼容Python 3.x等众多版本 以多小代码案例、多动手的方式，使读者在实践中成长,https://img3m0.ddimg.cn/97/15/11241792340-1_b_1.jpg
python, Python与机器学习实战:决策树、集成学习、支持向量机与神经网络算法详解及编程实现 何宇健 编著 电子工业出版社【正版 全国三仓发货，物流便捷，下单秒杀，欢迎选购！,2017-06-01,电子工业出版社,¥21.00,¥81.37,2.59折 ,算法与代码兼顾，理论与实践结合 很丰富：7种算法，50段实现，55个实例，总代码量5295行，全面而不冗余 很扎实：对经典有效的机器学习算法的核心内容进行了相当详细的推导 很应用：将理论实打实地用Python代码写出来，可以解决的任务 很前沿：叙述了TensorFlow框架、Inception-v3 from Google、迁移学习等前沿技术,https://img3m0.ddimg.cn/48/24/11226648360-1_b_1.jpg
python, Python应用开发实战【正版书籍 达额立减】 【正版保证，可开发票，下单速发，优质售后】,2018-06-01,人民邮电出版社,¥61.09,¥465.00,1.32折 ,,https://img3m2.ddimg.cn/88/5/11419286362-1_b_1.jpg
python, Python游戏编程入门 ,2021-04-01,人民邮电出版社,¥62.00,¥69.80,8.89折 ,,https://img3m4.ddimg.cn/65/23/11410602554-1_b_1.jpg
python, Python金融数据分析（原书第2版） ,2021-04-01,机械工业,¥62.74,¥89.00,7.05折 ,,https://img3m4.ddimg.cn/40/35/11027910604-1_b_1.jpg
python," Python从入门到项目实战 沐言科技,李兴华 著 中国水利水电出版社【正版书籍，售后无忧，达额立减】 本店支持开电子发票，请确认收货以后联系客服提供您的邮箱地址",2020-05-01,中国水利水电出版社,¥66.53,¥99.80,6.67折 ,这是一本系统讲解Python完整编程语法和实战开发应用的程序设计图书，基础知识的讲解全面详尽，实例丰富，大量的技巧提示与图文解析，和详细的代码注解，帮助读者快速领悟Python编程思想和掌握Python编程的核心知识，本书的实践篇分别从并发编程、IO编程、网络编程、数据库编程、图形界面、网络爬虫、Flask编程等不同应用领域的角度来讲解编程的开发应用，全面提升读者学习Python语言在不同领域的实战应用技能。 本书知识体系全面、系统而详尽， 它不仅可以作为读者学习Python编程开发的起步工具，而且可以作为编程开发过程中的查询手册。 本书配备288集（66小时）的视频讲解和600多个实例源码分析，赠送项目实战、PPT课件和源代码，提供等多种答疑方式，读者可以对照源码边学边操作，轻松享受Python的编程大餐。,https://img3m8.ddimg.cn/90/12/11426844618-1_b_1.jpg
python," Python项目案例开发从入门到实战—爬虫、游戏和机器学习 郑秋生,夏敏捷,尚展垒 清华大学出版社【正版书籍，售后无忧， 本店支持开电子发票，请确认收货以后联系客服提供您的邮箱地址",2022-08-01,清华大学出版社,¥99.85,¥118.00,8.47折 ,,https://img3m8.ddimg.cn/67/8/11407289818-1_b_1.jpg
python, Python源码剖析 深度探索动态语言核心技术 陈儒【正版】 【全国三仓发货，物流便捷，下单秒杀，欢迎选购！】,2008-06-01,电子工业出版社,¥300.16,¥1062.19,2.83折 ,作为主流的动态语言，Python不仅简单易学、移植性好，而且拥有强大丰富的库的支持。此外，Python强大的可扩展性，让开发人员既可以很容易地利用C/C++编写Python的扩展模块，还能将Python嵌入到C/C++程序中，为自己的系统添加动态扩展和动态编程的能力。为了更好地利用Python语言，无论是使用Python语言本身，还是将Python与C/C++交互使用，深刻理解Python的运行原理都是很重要的。本书以CPython为研究对象，在C代码一级，深入细致地剖析了Python的实现。书中不仅包括了对大量Python内置对象的剖析，更将大量的篇幅用于对Python虚拟机及Python特性的剖析。通过此书，读者能够透彻地理解Python中的一般表达式、结构、异常机制、类机制、多线程机制、模块的动态加载机制、内存管理机制等核心技术的运行原理，同时，本书所揭示的动态语言的核心技术对于理解其他动态语言，如Ja,https://img3m4.ddimg.cn/20/2/11325477854-1_b_1.jpg
python, 【书汇图书专营店】【凤凰】python编程从入门到实战第2版 计算机基础自学python编程从入门到实践编程精通教程程序 ,,人民邮电出版社,¥93.22,¥94.15,9.91折 ,,https://img3m7.ddimg.cn/58/7/11368185997-1_b_1.jpg
python, Python Web自动化测试入门与实战 ,2020-06-01,清华大学,¥56.03,¥79.00,7.1折 ,,https://img3m7.ddimg.cn/73/8/1643653117-1_b_1.jpg
python, Python人脸识别(从入门到工程实践)/智能系统与技术丛书 ,2019-04-01,机械工业,¥48.19,¥69.00,6.99折 ,,https://img3m4.ddimg.cn/45/22/1319149404-1_b_1.jpg
python, Python全案例学习与实践 IDLE与Pycharm的使用 常见内外部模块及其安装 Python语法数据类型变量常量语 C9,2021-02-24,电子工业出版社,¥97.00,¥128.00,7.58折 ,,https://img3m8.ddimg.cn/53/0/1810722428-1_b_1.jpg
python, Python自动化测试实战 Delphi 定价69.8元 无涯 9787121357046 电子工业出版社 ,2019-03-01,电子工业出版社,¥52.00,¥69.80,7.45折 ,适读人群 ：本书的讲解从简单到复杂，面向测试工程师， 以及向学习自动化测试的同仁，以及中级测试工程师。 作者本着在实践中学习，在学习中实践的思维模式，设计了每一个章节的例子，从实战中学，用Python实现UI自动化测试，用Python实现接口自动化测试，值得一读。,https://img3m8.ddimg.cn/85/34/11156384038-1_b_1.jpg
python, Python自然语言处理（影印版） 【正版现货，售后无忧，可开发票，可团购】,2018-10-01,东南大学出版社,¥78.65,¥106.00,7.42折 ,,https://img3m9.ddimg.cn/93/16/11409398049-1_b_1.jpg
python, Python语言案例教程 张太红 北京邮电大学出版社 ,2010-01-01,北京邮电大学出版社,¥16.50,¥45.00,3.67折 ,,https://img3m6.ddimg.cn/83/27/11427243086-1_b_1.jpg
python," Python Qt GUI与数据可视化编程 王维波,栗宝鹃,张晓东 著 人民邮电出版社 9787115514165 正版图书保证质量 七天无理由退货让您购物无忧",2019-09-01,人民邮电出版社,¥53.50,¥99.00,5.41折 ,,https://img3m7.ddimg.cn/19/7/11433223117-1_b_1.jpg
python, Python科学计算 张若愚 清华大学出版社【正版书】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！,2011-12-01,清华大学出版社,¥26.00,¥73.37,3.55折 ,历时三年，多次修订，精心编写而成 Enthought 公司 CEO EricJones 作序推荐,https://img3m5.ddimg.cn/36/16/11236001175-1_b_1.jpg
python, Python自动化测试实战 无涯 电子工业出版社 【店主推荐，正版书放心购买，可开发票】,2019-03-01,电子工业出版社,¥35.00,¥69.80,5.02折 ,适读人群 ：本书的讲解从简单到复杂，面向测试工程师， 以及向学习自动化测试的同仁，以及中级测试工程师。 作者本着在实践中学习，在学习中实践的思维模式，设计了每一个章节的例子，从实战中学，用Python实现UI自动化测试，用Python实现接口自动化测试，值得一读。,https://img3m6.ddimg.cn/71/34/11142388196-1_b_1.jpg
python, Python编程实践【达额立减】 ,2012-01-01,机械工业出版社,¥86.80,¥174.60,4.98折 ,,https://img3m0.ddimg.cn/55/36/11246928220-1_b_1.jpg
python, Python深度学习：基于TensorFlow 计算机网络 程序设计（新） 机械工业出版社 正版书籍 【正版现货，售后无忧，可开发票，可团购】,2018-10-01,机械工业出版社,¥58.62,¥79.00,7.43折 ,,https://img3m9.ddimg.cn/32/1/11414807249-1_b_1.jpg
python, Python数据可视化方法、实践与应用【新华集团自营】 ,2020-12-01,清华大学出版社,¥42.60,¥79.00,5.4折 ,,https://img3m9.ddimg.cn/97/31/11289229279-1_b_1.jpg
python, Python趣味编程10例(STEAM &创客教育趣学指南)/达人迷 ,2018-06-01,人民邮电,¥62.75,¥89.00,7.06折 ,,https://img3m7.ddimg.cn/58/20/11125307317-1_b_1.jpg
python," Python程序设计基础教程（微课版） 定价59.8元 林子雨,赵江声,陶继平 9787115575197 人民邮电出版 ",2022-02-01,人民邮电出版社,¥57.00,¥59.80,9.54折 ,1.作者影响力大：林子雨是大数据领域有广泛影响的作者，Python的大数据领域应用较广，很多采用林子雨大数据基础的老师呼吁林子雨出版一本Python基础教材； 2.内容覆盖Python二级等考； 3.配套资源多：微课视频、PPT、习题答案、源代码、数据集、上机实验指南与二级等考习题解析；,https://img3m8.ddimg.cn/54/0/11171489328-1_b_1.jpg
python," 【正版秒发】Python 3快速入门与实战 肖冠宇,杨捷等 著 机械工业出版社 可开发票！优惠多多！支持7天无理由！",2019-09-01,机械工业出版社,¥65.30,¥160.80,4.07折 ,,https://img3m4.ddimg.cn/51/32/11208598584-1_b_1.jpg
python, Python项目案例开发从入门到实战—爬虫、游戏和机器学习20个项目案例600分钟精讲视频及源码【正版书籍 达额立减】 【正版保证，可开发票，下单速发，优质售后】,2018-12-01,清华大学出版社,¥55.89,¥450.96,1.24折 ,,https://img3m2.ddimg.cn/64/12/11423577592-1_b_1.jpg
python, 【可开发票，量大优惠】【正版**DS】python开发技术标准教程9787302584063谢书良 部分书籍卖价高于定价，介者慎拍 亲爱的顾客，本店谢绝恶意差评，有问题及时联系客服，赠品随机可开发票,,清华大学出版社,¥62.30,¥62.30,10折,,https://img3m6.ddimg.cn/67/21/11301099646-1_b_1.jpg
python, Python Web开发 测试驱动方法【可开电子发票】 ,2015-10-01,人民邮电出版社,¥48.84,¥98.68,4.95折 ,本书手把手教你从头开始开发一个真正的Web应用，并且展示使用Python做测试驱动开发（TDD）的优势。你将学到如何在开发应用的每一个部分之前先编写和运行测试，然后再编写少量的代码让测试通过。也就是说，你将学会应用TDD理念，写出简洁可用、赏心悦目的代码。 在这个过程中，你还将学到Django、Selenium、Git、jQuery和Mock的基础知识，以及其他当前流行的Web开发技术。如果你准备提升自己的Python技能，本书将清楚地演示如何使用TDD实现简单的设计。 通过阅读本书，你将： 深入分析TDD流程，包括“单元测试/编写代码”循环和重构； 使用单元测试检查类和函数，使用功能测试检查浏览器中的用户交互； 学习何时以及如何使用模拟对象，以及隔离测试和整合测试的优缺点； 在过渡服务器中测试和自动部署； 测试网站中集成的第三方插件； 使用持续集成环境自动运,https://img3m0.ddimg.cn/98/34/11246819660-1_b_1.jpg
python, Python入门与实战 【正版现货，售后无忧，可开发票，可团购】,2019-03-01,西南交通大学出版社,¥20.78,¥28.00,7.43折 ,,https://img3m9.ddimg.cn/75/6/11413407729-1_b_1.jpg
python," Python机器学习和图像处理实战：面部识别、目标检测和模式识别 [印]希曼舒·辛格（HimanshuSingh）,骆铃 全国三仓就近发货，物流快捷，现货正版，活动秒杀，欢迎选购！！！",2019-12-01,清华大学出版社,¥255.62,¥544.91,4.7折 ,阅读《Python机器学习和图像处理实战 面部识别、目标检测和模式识别》可深入??解基于Python实现的机器学习与神经网络之上的图像处理方法与算法。 本书首先介绍环境设置，讲解图像处理的基本术语，并探究有助于实现本书中算法的Python概念。 然后详细介绍所有的核心图像处理算法，接着转而介绍计算机视觉库OpenCV，你将??解OpenCV算法及其在图像处理中的应用。 介绍用于图像处理与分类的机器学习和深度学习的方法，将神经网络、Adaboost、XGBoost、卷积神经网络等概念运用到具体的图像应用中。 书中所有的概念都用现实场景来解释。读完本书，你将能够应用图像处理技术并训练机器学习模型来满足定制化需求。,https://img3m8.ddimg.cn/84/26/11401033728-1_b_1.jpg
python, Python神经网络入门与实战 ,2020-11-01,北京大学,¥41.74,¥69.00,6.05折 ,,https://img3m6.ddimg.cn/88/1/11136662746-1_b_1.jpg
python," 【正版图书】 Python自然语言处理 （英）伯德,（英）克莱因,（美）洛普 著 东南大学出版社 【正版图书，放心下单，可开发票，售后无忧】",2010-06-01,东南大学出版社,¥75.30,¥75.30,10折,,https://img3m0.ddimg.cn/70/35/11421461770-1_b_1.jpg
python," Python在机器学习中的应用 余本国,孙玉林 著 中国水利水电出版社【正版书籍，售后无忧，达额立减】 本店支持开电子发票，请确认收货以后联系客服提供您的邮箱地址",2019-06-01,中国水利水电出版社,¥59.85,¥79.80,7.5折 ,,https://img3m8.ddimg.cn/22/2/11426839798-1_b_1.jpg
python, Python爬虫与反爬虫开发从入门到精通 刘延林 著 北京大学出版社【正版书籍，售后无忧，达额立减】 本店支持开电子发票，请确认收货以后联系客服提供您的邮箱地址,2021-08-01,北京大学出版社,¥91.38,¥99.00,9.24折 ,学爬虫：知原理，抓数据，做分析，用自动化解放双手 会反爬：懂框架，会部署，见招拆招，攻防兼备 在攻与防的对立统一中寻求爬虫技术突破,https://img3m8.ddimg.cn/69/2/11410576818-1_b_1.jpg
python, Python大学教程：面向计算机科学和数据科学（英文版） 计算机网络 程序设计（新） 机械工业出版社 正版书籍 【正版现货，售后无忧，可开发票，可团购】,2021-03-01,机械工业出版社,¥125.40,¥169.00,7.43折 ,,https://img3m9.ddimg.cn/27/29/11414699829-1_b_1.jpg
python, Python大数据分析与应用实战【新华集团自营】 ,2021-12-01,电子工业出版社,¥63.20,¥109.00,5.8折 ,,https://img3m9.ddimg.cn/91/8/11291879899-1_b_1.jpg
python, Python程序设计案例教程——从入门到机器学习（第2版）（微课版） 【正版现货，售后无忧，可开发票，可团购】,2010-01-01,清华大学出版社,¥39.59,¥49.80,7.95折 ,,https://img3m9.ddimg.cn/72/35/11412365949-1_b_1.jpg
python, Python统计可视化之Altair探索分析实践指南（全彩） 电子工业出版社 正版书籍 【正版现货，售后无忧，可开发票，可团购】,2022-02-01,电子工业出版社,¥106.08,¥139.00,7.64折 ,,https://img3m9.ddimg.cn/16/7/11415267979-1_b_1.jpg
python, Python 算法教程+算法图解 算法基础书 Python ,2016-01-01,人民邮电出版社,¥115.00,¥118.00,9.75折 ,,https://img3m7.ddimg.cn/89/18/1215344087-1_b_1.jpg
python, 【套装2本】Python神经网络编程 精通数据科学从线性回归到深度学习 基于Python人工智能机器学习算法教程书神经网 【出版社直供 正版保障 Z5-1 两本套装】,2020-09-12,电子工业出版社,¥164.80,¥168.00,9.81折 ,,https://img3m7.ddimg.cn/35/3/1733329457-1_b_2.jpg
python, Python数据处理/图灵程序设计丛书 ,2017-07-01,人民邮电,¥83.16,¥99.00,8.4折 ,,https://img3m8.ddimg.cn/88/23/1097763568-1_b_3.jpg
python, Python编程基础(大数据人才培养规划教材) ,2018-03-01,人民邮电,¥27.73,¥39.80,6.97折 ,,https://img3m5.ddimg.cn/58/36/1149981385-1_b_1.jpg
python, Python数据处理/图灵程序设计丛书 ,2017-07-01,人民邮电,¥69.36,¥99.00,7.01折 ,,https://img3m7.ddimg.cn/20/35/1312398767-1_b_1.jpg
python, Python玩转数学问题(轻松学习NumPy\SciPy和Matplotlib)/清华开发者书库 ,2022-04-01,清华大学,¥71.50,¥100.00,7.15折 ,,https://img3m0.ddimg.cn/79/31/11152242070-1_b_2.jpg
python, Python爬虫开发与项目实战 ,2017-06-01,机械工业,¥55.70,¥79.00,7.06折 ,,https://img3m0.ddimg.cn/60/3/11325990120-1_b_1.jpg
python, Python机器学习与可视化分析实战 王晓华 清华大学出版社 电子发票请联系在线客服提供您的邮箱,2022-09-01,清华大学出版社,¥71.40,¥74.40,9.6折 ,,https://img3m2.ddimg.cn/82/30/11348940322-1_b_1.jpg
python, Python语言及其应用/图灵程序设计丛书 ,2016-01-01,人民邮电,¥71.10,¥79.00,9折 ,,https://img3m7.ddimg.cn/79/31/11429344357-1_b_1.jpg
python, Python程序设计(高等学校计算机教育规划教材) ,2020-02-01,清华大学,¥33.60,¥44.50,7.56折 ,,https://img3m5.ddimg.cn/40/26/11196911425-1_b_1.jpg
python, Python数据可视化之matplotlib精进 数据可视化分析从入门到精通 matplotlib几何3D图形绘制教程书 ,2021-07-13,中国传媒大学出版社,¥68.00,¥69.00,9.86折 ,,https://img3m9.ddimg.cn/38/2/678893429-1_b_2.jpg
python, Python数据处理/图灵程序设计丛书 ,2017-07-01,人民邮电,¥69.79,¥99.00,7.05折 ,,https://img3m6.ddimg.cn/22/1/11145136486-1_b_1.jpg
python, Python深度学习第2二版 机器学习自然语言处理python人工智能入门书籍 keras运算kag ,2022-08-01,人民邮电出版社,¥125.50,¥132.13,9.5折 ,,https://img3m4.ddimg.cn/83/16/11377221554-1_b_1.jpg
python," Python Qt GUI与数据可视化编程 王维波,栗宝鹃,张晓东 著 人民邮电出版社【正版好书，畅销精选】 【全国三仓就近发货，物流快捷，现货正版，活动秒杀，欢迎选购！！】",2019-09-01,人民邮电出版社,¥81.20,¥172.99,4.7折 ,PyQt5是Qt 5 C++类库的Python绑定，使用PyQt5可以在Pytho中开发专业的GUI 应用程序。本书介绍PyQt5开发PythoGUI应用程序的编程方法，还介绍在GUI 程序中嵌入二维和三维数据可视化功能的编程方法，特别是将Matplotlib 嵌入GUI 界面的面向对象编程方法。 本书包含大量完整示例程序，使学习过程具有可跟随性和可操作性，适合具有Python编程基础，需要使用Python设计GUI应用程序，或在GUI应用程序中嵌入数据可视化功能的读者。 本书主要内容包括： 基于PyQt5的GUI应用程序的技术框架和工具软件的使用； GUI程序设计中常用界面组件和功能模块的使用； 使用PyQtChart、PyQtDataVisualization、Matplotlib在GUI程序中嵌入二维和三维数据可视化功能的编程方法。,https://img3m4.ddimg.cn/16/21/11421495574-1_b_1.jpg
python," Python App网络编程项目实战 董相志,刘飞,崔光海 清华大学出版社 ",2021-12-01,清华大学出版社,¥53.53,¥108.06,4.96折 ,,https://img3m8.ddimg.cn/61/36/11395966588-1_b_1.jpg
python, PYTHON接口自动化测试 王浩然 著 程序设计（新） wxfx 全新正版，支持开电子发票,2021-01-01,电子工业出版社,¥58.52,¥59.00,9.92折 ,,https://img3m2.ddimg.cn/0/28/11394326592-1_b_1.jpg
python, Python数据分析与数据化运营 宋天龙 著 机械工业出版社，【正版保证】 正版保证，可开发票，有问题可联系在线客服，谢谢！,2017-12-01,机械工业出版社,¥25.00,¥57.37,4.36折 ,一线数据分析专家撰写，10余位互联网大咖和多个数据科学相关组织联合推荐。50个数据工作流知识点，14个数据分析和挖掘主题，8个综合性运营案例，涵盖会员、商品、流量、内容4大数据化运营主题，360 把脉运营问题并贴合数据场景落地。,https://img3m0.ddimg.cn/63/9/11220833610-1_b_1.jpg
python, 【正版速发】Python数据分析编程超级魔卡(全彩版)电子工业出版社9787121413148编者:明日科技|责编:黄益 ,2021-08-01,电子工业出版社,¥25.33,¥29.80,8.5折 ,,https://img3m4.ddimg.cn/37/19/11454565654-1_b_1.jpg
python," Python语言及其应用 [美] 卢布诺维克(Bill Lubanovic) 著,丁嘉瑞,梁杰,禹常隆 译 人民邮电出版 全国三仓发货，物流便捷，下单秒杀，欢迎选购！",2016-01-01,人民邮电出版社,¥13.00,¥47.37,2.75折 ,本书内容易于理解，而且读起来生动有趣，是编程和Python初学者不可多得的教程。书中首先介绍了Python的基础知识，然后逐渐深入多种主题，结合教程和攻略式风格来讲解Python 3中的概念。每章结尾的练习可以帮助你巩固所学的知识。 本书会为你学习Python打下坚实的基础，包括测试、调试、代码复用的实践以及其他开发技巧。同时还会告诉你如何在商业、科学和艺术领域使用Python，并教会你使用多种Python工具和开源包。 通过阅读本书，你将能够： 学习简单的数据类型，以及基本的数学和文本操作 学习用Python内置的数据结构来处理数据 掌握Python的代码结构和函数的用法 使用模块和包编写大规模Python程序 深入理解对象、类和其他面向对象特性 学习使用普通文件、关系数据库和NoSQL数据库来存储数据 使用Python构建Web客户端、服,https://img3m9.ddimg.cn/24/22/11279486319-1_b_1.jpg
python, Python编程导论(第2版)/图灵程序设计丛书 ,2018-02-01,人民邮电,¥48.65,¥69.00,7.06折 ,,https://img3m7.ddimg.cn/69/19/11124025377-1_b_1.jpg
python, Python科学计算基础教程/图灵程序设计丛书 ,2017-01-01,人民邮电,¥34.67,¥49.00,7.08折 ,,https://img3m0.ddimg.cn/20/32/11134395380-1_b_1.jpg
python," Python大学教程：面向计算机科学和数据科学 保罗·戴特尔(PaulDeitel),哈维·戴特尔(HarveyDeit 正版图书，本店套装图书默认为单本，您下单前可咨询在线客服，谢谢！",2021-03-01,机械工业出版社,¥114.10,¥249.29,4.58折 ,,https://img3m5.ddimg.cn/41/10/11370371405-1_b_1.jpg
python, Python数据科学零基础一本通【新华集团自营】 ,2020-04-01,清华大学出版社,¥74.80,¥129.00,5.8折 ,,https://img3m9.ddimg.cn/74/29/11288986409-1_b_1.jpg
python, Python算法的奇妙之旅 9787111712121 王小川 机械工业出版社 ,2022-09-01,机械工业出版社,¥62.86,¥89.80,7折 ,适读人群 ：对Python语言和算法感兴趣的入门与进阶读者，C、C++、Java和PHP程序员及其他编程爱好者 结合40多个典型案例及其对应的100多种解题思路与方法，详解6种常用算法思想 培养编程兴趣，拓展编程思维，提高编程和算法设计能力 每个案例都用Python语言实现，专为算法初学者量身打造 注重基础：对常用算法的概念、特征、应用和设计策略做详细介绍。 讲解透彻：对常用算法涉及的各种数据结构类型进行原理性分析。 案例丰富：用幽默风趣的语言详解40多个典型案例及其涉及的相关算法。 趣味性强：选取的案例趣味性较强，可以极大地提高读者的编程兴趣。 代码详尽：每个案例都给出详细的实现代码及注释，并给出流程图或示意图。,https://img3m2.ddimg.cn/54/25/11430225432-1_b_1.jpg
